year_of_manufacture,manufacturer,model,mileage,body_type,transmission,drivetrain,exterior_colour,interior_colour,passengers,doors,fuel_type,price,city_consumption,highway_consumption,engine_displacement_L,engine_cylinders,engine_type,car_state
2023,Mitsubishi,Outlander,89.0,SUV,Automatic,4X4,white,gray,5,4,hybrid,59637.0,9.2,8.7,2.4,4.0,Inline,1
2018,Volkswagen,Tiguan,133508.0,SUV,Automatic,4X4,white,black,5,4,gasoline,17031.9,11.3,8.8,2.4,4.0,Inline,2
2022,Jeep,Grand,9500.0,SUV,Automatic,4X4,black,black,5,4,gasoline,53488.0,10.8,8.7,2.4,4.0,Inline,1
2019,Dodge,Grand,88242.0,Van,Automatic,FWD,metallic,black,5,4,gasoline,22995.0,13.7,9.4,3.6,6.0,V-Engine,1
2023,Chevrolet,Silverado,10.0,Truck,Automatic,4X4,black,black,6,4,gasoline,61665.0,12.8,11.3,2.4,4.0,Inline,1
2023,Dodge,Durango,16.0,SUV,Automatic,4X4,white,black,5,4,gasoline,68880.0,13.0,9.4,3.6,6.0,V-Engine,1
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,43125.0,11.0,8.3,2.4,4.0,Inline,1
2015,Audi,Q5,180502.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,14110.0,12.0,8.5,2.0,4.0,Other,2
2018,Hyundai,Tucson,133923.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,15282.175,11.0,9.1,2.4,4.0,Inline,3
2007,Hummer,H2,408000.0,SUV,Automatic,4X4,green,beige,5,4,gasoline,500.0,10.8,8.7,2.4,8.0,Inline,4
2017,Chevrolet,Silverado,202100.0,Truck,Automatic,RWD,white,gray,3,2,gasoline,8849.325,13.4,10.0,2.4,6.0,V-Engine,2
2021,Mercedes-Benz,GLE-Class,44749.0,SUV,Automatic,4X4,black,black,5,4,gasoline,99800.0,10.8,8.7,2.4,6.0,Inline,1
2009,BMW,M3,113000.0,Coupe,Automatic,RWD,purple,red,4,2,gasoline,36895.0,15.3,9.7,2.4,8.0,Inline,2
2021,Ford,E-Series,83644.0,Truck,Automatic,RWD,white,black,2,2,diesel,54745.5,10.8,8.7,2.4,8.0,Inline,2
2023,Ford,F-150,250.0,Truck,Automatic,4X4,gray,black,5,4,gasoline,76979.0,13.5,10.2,3.5,6.0,V-Engine,1
2018,Ford,Explorer,157802.0,SUV,Automatic,4X4,white,black,5,4,gasoline,15279.115000000002,14.8,10.7,3.5,6.0,V-Engine,3
2020,Acura,MDX,57590.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,43997.0,12.2,9.5,2.4,6.0,V-Engine,1
2015,BMW,3,92000.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,28495.0,11.9,7.8,2.4,6.0,Inline,1
2018,Ford,Edge,156000.0,SUV,Automatic,4X4,gray,gray,5,4,gasoline,13795.95,10.8,8.7,2.4,6.0,V-Engine,2
2021,Honda,CR-V,44986.0,SUV,CVT,4X4,black,black,5,4,gasoline,34585.0,8.7,7.4,2.4,4.0,Inline,1
2022,Infiniti,Q60,90.0,Coupe,Automatic,4X4,red,black,4,2,gasoline,71822.0,12.5,9.2,2.4,6.0,V-Engine,1
2023,Ford,F-150,250.0,Truck,Automatic,4X4,blue,black,5,4,hybrid,77814.0,9.8,9.7,3.5,6.0,V-Engine,1
2021,Honda,Pilot,35370.0,SUV,Automatic,4X4,white,black,5,2,gasoline,46256.0,12.4,9.3,3.5,6.0,Inline,1
2023,BMW,X5,90.0,SUV,Automatic,4X4,white,black,7,4,gasoline,90329.0,10.8,8.7,3.0,6.0,Inline,1
2022,Dodge,Durango,126.0,SUV,Automatic,4X4,black,black,5,4,gasoline,58988.0,16.7,10.9,5.7,8.0,V-Engine,1
2022,Nissan,Frontier,90.0,Truck,Automatic,4X4,metallic,black,5,4,gasoline,49410.0,13.7,10.6,2.4,6.0,V-Engine,1
2023,Infiniti,QX55,90.0,SUV,CVT,4X4,gray,black,5,4,gasoline,66472.0,10.4,8.3,2.4,4.0,Inline,1
2023,Audi,S3,5821.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,59995.0,10.2,7.3,2.4,4.0,Inline,1
2019,Lamborghini,Urus,53556.0,SUV,Automatic,4X4,blue,brown,5,4,gasoline,279800.0,10.8,8.7,2.4,8.0,Inline,1
2023,Ford,Edge,0.0,SUV,Automatic,4X4,black,black,5,4,gasoline,51840.0,10.8,8.7,2.7,6.0,V-Engine,1
2018,Ford,Expedition,124300.0,SUV,Automatic,4X4,white,black,5,4,gasoline,50487.0,14.9,11.2,3.5,6.0,V-Engine,2
2020,Volvo,XC60,54065.0,SUV,Automatic,4X4,white,black,5,2,gasoline,48380.0,10.8,8.7,2.4,4.0,Inline,2
2015,Jaguar,XJL,92595.0,Sedan,Automatic,4X4,black,brown,5,4,gasoline,29495.0,14.7,9.6,3.0,4.0,Other,1
2017,Porsche,911,58030.0,Coupe,Automatic,4X4,white,black,5,4,gasoline,119900.0,10.8,8.7,2.4,6.0,Inline,1
2023,Mazda,Mazda3,100.0,Hatchback,Automatic,4X4,gray,black,5,4,gasoline,40374.0,10.1,7.5,2.4,4.0,Inline,1
2015,Audi,A3,102570.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,13999.0,10.0,7.1,2.4,4.0,Inline,1
2017,Subaru,WRX,3714.0,Sedan,Manual,4X4,silver,black,5,4,gasoline,31888.0,10.8,8.7,2.4,4.0,Inline,1
2016,Volkswagen,Jetta,75000.0,Sedan,Automatic,FWD,silver,gray,5,4,gasoline,18100.0,10.8,8.7,1.4,4.0,Other,1
2023,Jeep,Wrangler,12.0,SUV,Automatic,4X4,white,black,5,4,gasoline,72998.0,11.5,9.9,2.0,4.0,Inline,1
2016,Audi,SQ5,185963.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,16949.28,14.1,9.9,2.4,6.0,V-Engine,2
2020,Honda,CR-V,76137.0,SUV,CVT,4X4,black,black,5,4,gasoline,34498.0,8.7,7.4,1.5,4.0,Inline,2
2019,Mazda,CX-5,73144.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,32491.0,10.8,8.7,2.4,4.0,Inline,2
2019,Porsche,911,13201.0,Coupe,Automatic,4X4,white,black,4,2,gasoline,145998.0,13.2,8.75,3.0,4.0,Boxer,1
2020,Volkswagen,Tiguan,46013.0,SUV,Automatic,4X4,white,black,5,4,gasoline,31499.0,11.5,8.7,2.4,4.0,Inline,1
2022,Hyundai,Venue,3435.0,SUV,CVT,FWD,red,black,5,4,gasoline,29399.0,7.9,6.9,1.6,4.0,Inline,1
2023,Nissan,Rogue,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,41328.0,8.4,6.8,2.4,3.0,Inline,1
2015,Jaguar,XJ,131000.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,20400.1,14.6,9.6,3.0,4.0,Other,2
2020,Audi,S5,23392.0,Convertible,Automatic,4X4,red,black,5,4,gasoline,74888.0,12.1,9.1,2.4,6.0,V-Engine,1
2018,Jeep,Wrangler,121785.0,SUV,Automatic,4X4,black,black,5,4,gasoline,16413.25,14.149999999999999,11.05,3.6,6.0,V-Engine,1
2014,Jeep,Cherokee,165000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,10475.0,10.8,8.7,2.4,4.0,Inline,3
2015,Kia,Optima,69914.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,19995.0,6.7,6.1,2.4,4.0,Inline,1
2018,Chevrolet,Equinox,97000.0,SUV,Automatic,FWD,black,black,5,4,gasoline,14700.0,10.8,8.7,2.4,4.0,Inline,2
2022,Ford,F-150,250.0,Truck,Automatic,4X4,black,black,5,4,electric,92804.0,0.0,8.7,0.0,0.0,Electric,1
2018,Nissan,Sentra,62070.0,Sedan,Manual,FWD,black,black,5,2,gasoline,19499.0,10.8,8.7,1.8,4.0,V-Engine,2
2017,Volkswagen,Passat,146338.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,10193.25,10.1,7.0,2.4,4.0,Inline,2
2014,Ford,Taurus,154400.0,Sedan,Automatic,FWD,black,beige,5,4,gasoline,11495.0,10.8,8.7,3.5,4.0,Other,2
2023,Nissan,Rogue,0.0,SUV,CVT,4X4,black,gray,5,4,gasoline,38968.0,8.4,6.75,2.4,3.0,Inline,1
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,black,black,6,4,gasoline,57675.0,13.4,10.1,2.4,6.0,V-Engine,1
2017,MINI,Cooper,142640.0,Hatchback,Automatic,4X4,blue,black,5,4,gasoline,19999.2,11.3,7.7,2.0,4.0,Other,2
2021,Volkswagen,Atlas,39668.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,43588.0,13.8,10.4,2.4,6.0,V-Engine,1
2014,Audi,S7,51191.0,Hatchback,Automatic,4X4,black,brown,5,4,gasoline,49950.0,12.7,8.2,2.4,8.0,V-Engine,1
2023,Honda,CR-V,18.0,SUV,CVT,4X4,white,black,5,4,gasoline,43290.0,9.1,7.6,2.4,4.0,Inline,1
2012,McLaren,MP4-12C,8600.0,Coupe,Automatic,RWD,gray,black,5,4,gasoline,188888.0,10.8,8.7,2.4,8.0,Inline,1
2016,Volkswagen,Passat,70843.0,Sedan,Automatic,FWD,white,brown,5,4,gasoline,17521.5,9.4,6.3,2.4,4.0,Inline,3
2009,Volkswagen,Tiguan,209000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,6499.2,10.8,8.7,2.4,4.0,Inline,1
2011,Volkswagen,Tiguan,209000.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,5195.5,10.9,7.9,2.4,4.0,Inline,2
2018,Nissan,Versa,99978.0,Hatchback,Automatic,FWD,black,black,5,4,gasoline,14289.0,8.1,6.4,2.4,4.0,Inline,1
2020,Honda,Civic,40522.0,Sedan,CVT,FWD,red,black,5,4,gasoline,28595.0,7.9,6.1,2.4,4.0,Inline,1
2018,Honda,Civic,120982.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,21900.0,7.4,5.6,2.4,4.0,Inline,2
2019,Volkswagen,Jetta,32000.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,35388.0,10.8,8.7,2.0,4.0,Other,1
2019,Hyundai,Tucson,94221.0,SUV,Automatic,4X4,white,black,5,4,gasoline,30987.0,11.0,9.1,2.4,4.0,Inline,2
2023,Jeep,Compass,12.0,SUV,Automatic,4X4,white,black,5,4,gasoline,45862.0,10.8,8.7,2.0,4.0,Inline,1
2021,Volkswagen,Jetta,35563.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,31888.0,8.0,6.0,1.4,4.0,Other,1
2022,BMW,X5,17246.0,SUV,Automatic,4X4,black,black,5,4,gasoline,79800.0,10.8,8.7,2.4,6.0,Inline,1
2012,Chevrolet,Cruze,152769.0,Sedan,Manual,FWD,gray,gray,5,4,gasoline,5332.5,8.5,5.4,2.4,4.0,Inline,3
2021,Mercedes-Benz,AMG,32529.0,Hatchback,Automatic,4X4,gray,black,5,4,gasoline,134955.0,10.8,8.7,2.4,6.0,Inline,1
2015,Hyundai,Sonata,168256.0,Sedan,Automatic,FWD,white,gray,5,4,gasoline,10465.5,9.8,6.7,2.4,4.0,Inline,1
2007,Acura,TL,178878.0,Sedan,Automatic,FWD,blue,gray,5,4,gasoline,12499.0,12.3,7.8,2.4,6.0,V-Engine,1
2006,Mazda,Mazda5,311220.0,Hatchback,Automatic,FWD,black,gray,5,4,gasoline,500.0,10.899999999999999,8.15,2.4,4.0,Inline,4
2011,Subaru,Tribeca,168800.0,SUV,Automatic,4X4,white,black,5,4,gasoline,5800.0,10.8,8.7,2.4,4.0,Inline,3
2014,Volvo,XC60,155652.0,SUV,Automatic,4X4,black,black,5,4,gasoline,16450.0,11.7,8.0,3.2,4.0,Other,2
2023,Hyundai,Santa,10.0,SUV,Automatic,4X4,red,black,5,4,gasoline,41574.0,10.6,9.3,2.4,4.0,Inline,1
2021,Hyundai,Kona,21656.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,35890.0,9.0,8.0,2.4,4.0,Inline,1
2017,Mercedes-Benz,C-Class,61277.0,Convertible,Automatic,RWD,white,black,5,2,gasoline,69800.0,10.8,8.7,2.4,8.0,Inline,1
2023,Jeep,Wrangler,250.0,SUV,Automatic,4X4,white,black,5,4,gasoline,60344.0,11.5,10.05,2.0,4.0,V-Engine,1
2019,Volvo,XC90,64302.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,51950.0,10.8,8.7,2.0,4.0,Other,1
2017,Acura,ILX,122000.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,16807.5,9.4,6.8,2.4,4.0,Inline,3
2021,Chevrolet,Silverado,19611.0,Truck,Automatic,4X4,white,black,6,4,gasoline,46995.0,16.0,11.8,5.3,8.0,Inline,1
2023,Nissan,Sentra,150.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,26798.0,8.0,6.0,2.4,4.0,Inline,1
2019,Subaru,Impreza,39173.0,Sedan,Manual,4X4,black,black,5,4,gasoline,28585.0,10.1,7.5,2.4,4.0,Inline,1
2018,Chevrolet,Colorado,157904.0,Truck,Automatic,4X4,silver,gray,5,4,gasoline,16764.375,12.1,8.3,3.6,4.0,Other,2
2020,Mercedes-Benz,S-Class,37117.0,Sedan,Automatic,4X4,white,white,5,4,gasoline,169888.0,14.1,8.9,4.0,4.0,Other,1
2018,Audi,Q7,61205.0,SUV,Automatic,4X4,silver,black,5,2,gasoline,40995.0,12.6,9.4,2.4,6.0,V-Engine,1
2019,Honda,Civic,67241.0,Compact,CVT,FWD,silver,black,5,4,gasoline,24848.0,7.9,6.1,2.0,4.0,Inline,1
2019,Ford,Edge,64261.0,SUV,Automatic,4X4,gray,black,5,2,gasoline,36995.0,11.4,8.3,2.4,4.0,Inline,1
2023,GMC,Sierra,2.0,Truck,Automatic,4X4,blue,black,5,4,gasoline,70243.0,13.1,11.6,2.4,4.0,Inline,1
2017,Volkswagen,Passat,146338.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,16491.0,10.1,7.0,2.4,4.0,Inline,1
2023,Mazda,CX-30,150.0,SUV,Automatic,4X4,blue,black,5,2,gasoline,32445.0,9.0,7.1,2.5,4.0,Inline,1
2023,Mazda,CX-5,100.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,37000.0,9.8,7.9,2.5,4.0,Inline,1
2017,Cadillac,Escalade,85326.0,SUV,Automatic,4X4,black,black,5,2,gasoline,54488.0,16.1,11.7,2.4,8.0,Inline,1
2023,Mazda,CX-5,150.0,SUV,Automatic,4X4,black,black,5,4,gasoline,42757.0,9.8,7.9,2.4,4.0,Inline,1
2011,GMC,1500,274680.0,Truck,Automatic,FWD,white,black,5,4,gasoline,500.0,10.8,8.7,2.4,4.0,Inline,2
2022,Hyundai,Santa,15725.0,SUV,Automatic,4X4,white,black,5,4,hybrid,49999.0,7.1,7.9,1.6,4.0,V-Engine,1
2022,Ford,Explorer,18750.0,SUV,Automatic,4X4,white,black,5,4,gasoline,65495.0,10.8,8.7,2.4,4.0,Inline,2
2019,Tesla,Model,27000.0,Sedan,Automatic,RWD,black,black,5,4,electric,52999.0,0.0,8.7,0.0,0.0,Electric,1
2019,Dodge,Challenger,21859.0,Coupe,Automatic,4X4,metallic,black,5,4,gasoline,129998.0,17.85,11.05,2.4,8.0,V-Engine,1
2020,BMW,M2,46368.0,Coupe,Automatic,RWD,black,black,4,2,gasoline,70980.0,13.4,9.6,2.4,6.0,Inline,2
2014,BMW,3,111788.0,Sedan,Automatic,4X4,black,brown,5,4,gasoline,18390.0,10.7,7.1,2.4,4.0,Inline,2
2017,Nissan,Rogue,100125.0,SUV,CVT,4X4,metallic,black,7,4,gasoline,22277.0,9.6,7.4,2.5,4.0,Other,2
2023,Nissan,Rogue,13.0,SUV,CVT,4X4,gray,gray,5,4,gasoline,47226.0,8.4,6.8,2.4,3.0,Inline,1
2019,Honda,Odyssey,68425.0,Van,Automatic,FWD,white,black,5,4,gasoline,44064.0,12.2,8.5,2.4,6.0,V-Engine,2
2023,Jeep,Wrangler,15.0,SUV,Automatic,4X4,green,black,5,4,gasoline,63170.0,11.5,9.9,2.0,4.0,Inline,1
2017,Honda,CR-V,105000.0,SUV,Automatic,FWD,blue,black,5,4,gasoline,25500.0,10.8,8.7,2.4,4.0,Inline,2
2020,Dodge,Challenger,28500.0,Coupe,Automatic,RWD,gray,black,5,2,gasoline,43880.0,12.4,7.8,2.4,6.0,V-Engine,1
2018,Honda,Civic,179174.0,Sedan,CVT,FWD,white,black,5,4,gasoline,7275.727500000001,10.8,8.7,2.0,4.0,Inline,3
2018,Volvo,XC60,82000.0,SUV,Automatic,4X4,white,beige,5,4,gasoline,38499.0,11.4,8.7,2.0,4.0,Other,1
2021,Tesla,Model,39000.0,Sedan,Automatic,RWD,red,black,5,4,electric,63500.0,0.0,8.7,2.4,0.0,Electric,1
2021,Mercedes-Benz,GLE-Class,40553.0,SUV,Automatic,4X4,black,black,5,4,hybrid,139995.0,16.2,12.5,2.4,8.0,Inline,1
2021,Polestar,Polestar,19399.0,Hatchback,Automatic,4X4,other,black,5,4,electric,60837.0,0.0,8.7,0.0,0.0,Electric,2
2023,Chevrolet,Equinox,10.0,SUV,Automatic,4X4,black,black,5,4,gasoline,43845.0,9.9,7.9,2.4,4.0,Inline,1
2021,Infiniti,QX80,21888.0,SUV,Automatic,4X4,white,black,7,4,gasoline,68479.0,17.6,12.2,5.6,8.0,V-Engine,1
2012,Jeep,Wrangler,74546.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,20550.0,12.649999999999999,9.4,3.6,4.0,Other,2
2020,Infiniti,Q50,71942.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,29880.0,12.5,8.7,2.4,6.0,V-Engine,1
2022,Kia,Sorento,8981.0,SUV,Automatic,4X4,black,black,5,4,gasoline,44999.0,10.9,8.7,2.5,4.0,V-Engine,1
2018,BMW,5,63000.0,Sedan,Automatic,4X4,blue,black,5,4,hybrid,42500.0,10.8,8.7,2.4,4.0,Inline,1
2021,Porsche,911,15260.0,Coupe,Automatic,4X4,white,black,5,2,gasoline,189800.0,12.95,10.2,2.4,6.0,Inline,1
2019,Tesla,Model,44910.0,Sedan,Automatic,4X4,blue,white,5,4,electric,64499.0,0.0,8.7,0.0,0.0,Electric,2
2023,GMC,Sierra,7.0,Truck,Automatic,4X4,black,black,5,4,gasoline,59158.0,14.149999999999999,12.399999999999999,2.4,4.0,Inline,1
2022,Rolls-Royce,Cullinan,4614.0,SUV,Automatic,4X4,white,black,4,4,gasoline,619000.0,19.6,11.8,2.4,12.0,Inline,1
2023,GMC,Sierra,160.0,Truck,Automatic,4X4,black,black,5,2,diesel,113453.0,10.8,8.7,6.6,8.0,Inline,1
2016,Volvo,XC90,140000.0,SUV,Automatic,4X4,black,brown,7,4,electric,28358.32,0.0,8.7,2.4,0.0,Electric,3
2021,Mercedes-Benz,A-Class,25500.0,Hatchback,Automatic,4X4,white,black,5,4,gasoline,56395.0,10.6,8.2,2.0,4.0,Inline,1
2018,Mercedes-Benz,G-Class,71525.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,133910.0,20.0,16.6,2.4,8.0,Inline,1
2015,BMW,X3,136824.0,SUV,Automatic,4X4,black,black,5,4,diesel,15415.95,10.8,8.7,2.0,4.0,Other,2
2014,Ford,F-150,299245.0,Truck,Automatic,4X4,blue,black,5,4,gasoline,500.0,14.0,9.45,3.5,4.0,Other,3
2018,Honda,Fit,41209.0,Hatchback,Manual,FWD,black,black,5,4,gasoline,19901.0,8.1,6.6,2.4,4.0,Inline,2
2022,Hyundai,Palisade,49258.0,SUV,Automatic,4X4,other,black,8,4,gasoline,48495.0,12.3,9.6,2.4,6.0,V-Engine,2
2021,Jeep,Compass,46943.0,SUV,Automatic,4X4,white,black,5,4,gasoline,28401.5,10.8,7.8,2.4,4.0,Inline,3
2015,Jeep,Cherokee,134528.0,SUV,Automatic,4X4,white,black,5,4,gasoline,21385.0,11.350000000000001,8.45,2.4,4.0,Other,2
2021,Audi,RS,11570.0,SUV,Automatic,4X4,black,black,5,4,gasoline,144400.0,10.8,8.7,4.0,8.0,V-Engine,1
2015,Jaguar,XF,70184.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,27888.0,10.8,8.7,3.0,6.0,Inline,1
2019,Volvo,XC90,78647.0,SUV,Automatic,4X4,black,black,5,4,gasoline,41295.0,10.8,8.7,2.4,4.0,Inline,2
2021,Audi,Q7,20069.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,67998.0,13.4,10.4,0.0,0.0,Electric,1
2021,Ford,Bronco,59014.0,SUV,Manual,4X4,blue,black,5,2,gasoline,53944.0,12.8,11.6,2.7,6.0,Inline,1
2018,Ford,Fusion,42875.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,26700.0,11.8,8.1,2.0,4.0,Inline,1
2021,Tesla,Model,7250.0,Sedan,Automatic,4X4,blue,black,5,4,electric,160000.0,0.0,8.7,2.4,0.0,Electric,1
2023,Audi,A5,90.0,Coupe,Automatic,4X4,white,black,5,2,gasoline,63031.0,10.8,8.7,2.0,4.0,Inline,1
2021,Hyundai,Tucson,29663.0,SUV,Automatic,4X4,black,black,5,4,gasoline,34985.0,11.0,9.1,2.4,4.0,Inline,1
2010,Nissan,Versa,120567.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,4200.0,10.8,8.7,2.4,4.0,Inline,2
2021,Subaru,Crosstrek,19150.0,SUV,CVT,4X4,gray,black,5,4,gasoline,35585.0,8.8,7.0,2.4,4.0,Inline,1
2018,Jeep,Compass,66875.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,27099.0,10.8,7.8,2.4,4.0,Inline,1
2012,Hyundai,Veloster,180000.0,Coupe,Manual,FWD,white,black,5,3,gasoline,3000.0,10.8,8.7,2.4,4.0,Inline,2
2019,Audi,S3,26159.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,43995.0,10.7,8.0,2.4,4.0,Inline,1
2018,Audi,RS,57333.0,Coupe,Automatic,4X4,black,black,5,2,gasoline,65300.0,12.9,8.9,2.4,6.0,Inline,1
2020,Audi,Q5,80500.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,40777.0,10.9,8.7,2.4,4.0,Inline,2
2022,Dodge,Durango,90.0,SUV,Automatic,4X4,red,black,7,4,gasoline,84995.0,18.3,12.2,6.4,8.0,V-Engine,1
2010,Porsche,911,96000.0,Convertible,Automatic,4X4,black,black,4,2,gasoline,88360.0,11.7,7.9,2.4,6.0,Inline,1
2018,Chevrolet,Suburban,230000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,16856.90625,10.8,8.7,2.4,4.0,Inline,3
2019,Hyundai,Sonata,85900.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,22498.0,9.3,7.1,2.4,4.0,V-Engine,2
2015,Dodge,Journey,165000.0,SUV,Automatic,4X4,metallic,black,7,4,gasoline,7017.115,14.5,9.9,3.6,4.0,Other,3
2018,Hyundai,Tucson,89000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,24350.0,11.0,9.1,2.4,4.0,Inline,2
2019,Hyundai,Sonata,101300.0,Sedan,Automatic,FWD,silver,gray,5,4,gasoline,28495.0,9.3,7.1,2.4,4.0,Inline,2
2010,Ferrari,599,90.0,SUV,Automatic,4X4,black,black,5,4,gasoline,299900.0,10.8,8.7,2.4,4.0,Inline,1
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,black,black,5,4,gasoline,61572.0,13.1,10.0,3.6,6.0,Inline,1
2023,Chevrolet,Silverado,0.0,Truck,Automatic,4X4,black,black,5,4,gasoline,63208.0,12.9,11.5,2.4,4.0,Inline,1
2023,Alfa Romeo,Romeo,65.0,SUV,Automatic,4X4,red,black,5,4,gasoline,70599.0,10.8,8.3,2.4,4.0,Inline,1
2023,Mitsubishi,RVR,89.0,SUV,Automatic,FWD,red,black,5,4,gasoline,27080.0,9.7,7.8,2.0,4.0,Inline,1
2020,Hyundai,Tucson,72509.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,31510.0,11.0,9.1,2.4,4.0,Inline,2
2023,Ford,F-150,10.0,Truck,Automatic,4X4,black,black,5,4,gasoline,73950.0,14.8,10.9,2.4,8.0,Inline,1
2016,Volkswagen,Tiguan,158000.0,SUV,Automatic,4X4,black,beige,5,4,gasoline,6122.1875,11.6,9.3,2.4,4.0,Inline,2
2018,BMW,M4,32458.0,Convertible,Automatic,RWD,black,black,4,2,gasoline,75888.0,13.8,9.4,2.4,6.0,Inline,1
2022,Ford,Bronco,16971.0,SUV,Automatic,4X4,blue,blue,5,4,gasoline,46968.0,9.3,8.4,1.5,4.0,Other,1
2019,Ferrari,488,2445.0,Coupe,Automatic,RWD,black,black,2,2,gasoline,839900.0,10.8,8.7,2.4,4.0,Inline,1
2016,Honda,Civic,95722.0,Sedan,CVT,4X4,blue,black,5,4,gasoline,16082.9,7.8,5.8,2.4,4.0,Inline,1
2012,Hyundai,Sonata,8000.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,12000.0,10.8,8.7,2.4,4.0,Inline,1
2015,Hyundai,Genesis,113060.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,18888.0,17.3,10.5,2.4,8.0,Inline,1
2023,Volvo,XC60,1847.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,80499.0,10.8,8.7,2.4,4.0,Inline,1
2022,Dodge,Charger,12.0,Sedan,Automatic,RWD,green,black,5,4,gasoline,56050.0,14.7,9.4,5.7,8.0,V-Engine,1
2014,Dodge,Durango,272228.0,SUV,Automatic,4X4,black,black,5,4,gasoline,500.0,12.4,8.3,2.4,6.0,V-Engine,3
2023,Buick,Enclave,10.0,SUV,Automatic,4X4,metallic,black,7,4,gasoline,55540.0,10.8,8.7,2.4,6.0,V-Engine,1
2008,Porsche,911,153920.0,Convertible,Manual,4X4,silver,gray,5,2,gasoline,46498.0,12.05,7.949999999999999,3.6,6.0,Inline,1
2023,Kia,Sorento,150.0,SUV,Automatic,4X4,black,black,6,4,gasoline,47853.0,10.8,8.7,2.4,4.0,Inline,1
2021,Hyundai,Kona,73365.0,SUV,Automatic,4X4,black,black,5,4,gasoline,24091.5,9.2,7.8,2.4,4.0,Inline,2
2018,Hyundai,Santa,32232.0,SUV,Automatic,4X4,white,gray,5,4,gasoline,27399.0,12.0,9.1,2.4,4.0,Inline,1
2020,BMW,4,43211.0,Sedan,Automatic,4X4,white,red,5,4,gasoline,54999.0,11.4,7.6,2.4,6.0,Inline,1
2015,Nissan,Rogue,267000.0,SUV,Automatic,4X4,black,black,7,4,gasoline,500.0,9.5,7.4,2.4,4.0,Inline,3
2019,BMW,X5,65066.0,SUV,Automatic,4X4,white,black,5,4,gasoline,59800.0,11.7,9.1,2.4,6.0,Inline,1
2010,Dodge,Journey,174000.0,SUV,Automatic,4X4,black,black,7,4,gasoline,5995.0,13.6,8.7,3.5,4.0,Other,2
2020,Nissan,Rogue,40904.0,SUV,Automatic,4X4,metallic,black,5,4,gasoline,35799.0,9.6,7.5,2.4,4.0,Inline,1
2017,Chevrolet,Cruze,96561.0,Sedan,Automatic,4X4,red,black,5,4,gasoline,16276.0,7.9,5.9,2.4,4.0,Inline,1
2023,Audi,e-tron,90.0,Sedan,Automatic,4X4,gray,black,5,4,electric,165929.0,0.0,8.7,2.4,0.0,Electric,1
2018,Maserati,Levante,62272.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,57995.0,16.8,11.8,2.4,6.0,V-Engine,1
2017,Honda,Pilot,134000.0,SUV,Automatic,4X4,blue,black,8,4,gasoline,20334.235,13.0,9.3,2.4,6.0,Inline,3
